access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids.station,ev_network_ids.posts,access,has_level2,has_dc_fast,total_ports,charging_type
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,302431,NA,7/13/2023,NA,NA,FALSE,E,NA,NA,"CRD - Rainbow Recreation, Public",888-356-8911,10/24/2025 6:19,GPS,48.85474,-123.511268,Salt Spring Island,CA,NA,NA,BC,"262, Rainbow road",V8K 2M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.2, 6.2), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",39030af5-d1ef-4fb9-bdcf-9cc5bc947e2f,"0f05cc47-118a-4006-99d0-2d9aaece94aa, aa27f2c4-1e77-4a97-80b4-3535cf6e7ec4",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261159,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P1 STALL227-228,888-758-4389,10/24/2025 4:56,GPS,49.280813,-123.113875,Vancouver,CA,Parkade Level P1 Stalls 227/228,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4978763,"5365753, 5365763",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261160,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P6 STALL 24-25,888-758-4389,10/24/2025 4:56,GPS,49.280793,-123.113881,Vancouver,CA,Parkade level p6 Stalls 24/25,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979533,"5366833, 5366843",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261161,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P6 STALL 22-23,888-758-4389,10/24/2025 4:56,GPS,49.280799,-123.113805,Vancouver,CA,Parkade level p6 Stalls 22/23,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979543,"5366853, 5366863",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261162,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL146-147,888-758-4389,10/24/2025 4:56,GPS,49.280829,-123.113824,Vancouver,CA,Parkade level p5 Stalls 146/147,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979593,"5366953, 5366963",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,8/10/2023,NA,ELEC,Public - Credit card at all times,302671,LD,7/13/2023,P,NA,FALSE,E,NA,CAR_DEALER,Greg Gardner Motors,844-798-2438,4/25/2024 20:00,GPS,49.7392692,-123.1367775,Sqaumish,CA,NA,NA,BC,40321 Government Rd,V8B 0G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J1772, J1772COMBO",4,NA,8,SWTCH,https://swtchenergy.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 heures par jour,NA,NA,Public - Carte de crédit en tout temps,NA,"c(""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH"", ""SWTCH""), c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), c(""dc_fast"", ""dc_fast"", ""dc_fast"", ""dc_fast"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list(), list()), c(NA, NA, NA, NA, 7, 7, 7, 7, 7, 7, 7, 7), c(0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), c(120, 120, 120, 120, NA, NA, NA, NA, NA, NA, NA, NA), c(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",NA,NA,public,TRUE,TRUE,12,Level 2 + DC Fast
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,302753,NA,7/18/2023,NA,NA,FALSE,E,NA,NA,City of Victoria - Crystal Pool,888-356-8911,10/24/2025 6:19,GPS,48.433711,-123.358043,Victoria,CA,NA,NA,BC,2275 Quadra Street,V8T 4C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHADEMO, J1772COMBO",2,NA,0,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO""), c(1, 1), c(""dc_fast"", ""dc_fast""), list(list(), list()), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 50), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(50, 50), c(1, 1)",107c17ca-ad7d-46b4-8c83-36e70cd12d6b,"4f96e495-6fa1-4d89-ab09-74799f9da351, 98764bed-dfe2-4a49-a934-1a72495d618d",public,FALSE,TRUE,2,DC Fast Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,303020,NA,7/21/2023,NA,NA,FALSE,E,NA,NA,BROADSTREET WILLOWS #1,888-758-4389,10/24/2025 4:59,GPS,48.798393,-123.71931,Duncan,CA,NA,NA,BC,4111 Crossland Place,V9L 0J5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL13628943,"23113883, 23113893",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,303021,NA,7/21/2023,NA,NA,FALSE,E,NA,NA,BROADSTREET WILLOWS #2,888-758-4389,10/24/2025 4:59,GPS,48.798397,-123.719219,Duncan,CA,NA,NA,BC,4111 Crossland Place,V9L 0J5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL13628953,"23113903, 23113913",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,303022,NA,7/21/2023,NA,NA,FALSE,E,NA,NA,BROADSTREET WILLOWS #3,888-758-4389,10/24/2025 4:59,GPS,48.79837,-123.718925,Duncan,CA,NA,NA,BC,4111 Crossland Place,V9L 0J5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL13628963,"23113923, 23113933",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261163,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 145,888-758-4389,10/24/2025 4:56,GPS,49.280828,-123.113834,Vancouver,CA,Parkade level p5 Stall 145,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 6.5, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL4979603,5366973,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261164,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 65-66,888-758-4389,10/24/2025 4:56,GPS,49.28083,-123.113854,Vancouver,CA,Parkade levelP 5 Stalls 6566,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979613,"5366983, 5366993",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261165,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 63-64,888-758-4389,10/24/2025 4:56,GPS,49.280835,-123.113833,Vancouver,CA,Parkade level 5 Stalls 63/64,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979623,"5367003, 5367013",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261166,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 61-62,888-758-4389,10/24/2025 4:56,GPS,49.280839,-123.113848,Vancouver,CA,Parkade level p5 Stalls 61/62,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979633,"5367023, 5367033",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261167,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 58,888-758-4389,10/24/2025 4:56,GPS,49.280817,-123.113818,Vancouver,CA,Parkade level p5 Stall 58,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 6.5, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL4979653,5367063,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261168,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 31,888-758-4389,10/24/2025 4:56,GPS,49.280847,-123.113831,Vancouver,CA,Parkade level 5 Stall 31,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 6.5, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL4979663,5367073,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261169,NA,5/21/2023,NA,NA,FALSE,E,NA,NA,THE POST P5 STALL 29-30,888-758-4389,10/24/2025 4:56,GPS,49.280834,-123.113818,Vancouver,CA,Parkade level 5 Stalls 29/30,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979683,"5367083, 5367093",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,303105,NA,7/22/2023,NA,NA,FALSE,E,NA,NA,Aberdeen Centre,888-356-8911,10/24/2025 6:19,GPS,49.184237,-123.133499,Richmond,CA,NA,NA,BC,4151 Hazelbridge Way,V6X 4J7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,5,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list(), list()), c(6.2, 6.2, 6.2, 6.2, 6.2), c(1, 1, 1, 1, 1), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0), c(NA, NA, NA, NA, NA), c(0, 0, 0, 0, 0)",2f033c04-53ef-4c9b-a4e5-db2275ce33db,"4e2a4590-a7ae-447e-8e9a-3146b7241a88, 52c562e6-f3b1-4dd9-a518-a7cded57157f, 6ed93da8-a7bb-445c-980e-3ece120e1a9c, 9b41d538-5e30-4125-8bc9-24c7647edd02, c2238fed-d42a-403b-a73a-9d5da2bdbfb6",public,TRUE,FALSE,5,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,303114,NA,7/23/2023,NA,NA,FALSE,E,NA,NA,BURNS LAKE EVCS PARKING1,888-758-4389,10/24/2025 4:59,GPS,54.227467,-125.76164,Burns Lake,CA,In parking lot beside tweedsmuir hotel and chevron,NA,BC,299 Yellowhead Hwy,V0J 1E0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,1,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"ChargePoint Network, 1, 2, list(list()), 6.5, 1, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0, NA, 0",CACPIL13810901,23236091,public,TRUE,FALSE,1,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,261888,NA,6/4/2023,NA,NA,FALSE,E,NA,NA,POPLAR PROPERTY STATION 1,888-758-4389,10/24/2025 4:57,GPS,49.26411,-123.133107,Vancouver,CA,P1,NA,BC,1285 West Broadway,V6H 3X8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL5009823,"5401243, 5401253",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,262612,NA,6/13/2023,NA,NA,FALSE,E,NA,NA,1243813 BC Ltd. c/ o Alliance Real Estate Group Ltd - 500 W 12 th Ave,888-356-8911,10/24/2025 6:18,GPS,49.260298,-123.115508,Vancouver,CA,NA,NA,BC,500 West 12th Ave,V5Z 1M2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,4,FLO,https://www.flo.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""FLO"", ""FLO"", ""FLO"", ""FLO""), c(1, 1, 1, 1), c(""2"", ""2"", ""2"", ""2""), list(list(), list(), list(), list()), c(16.6, 16.6, 16.6, 16.6), c(1, 1, 1, 1), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0), c(NA, NA, NA, NA), c(0, 0, 0, 0)",db5ecb36-ef05-4cf5-b43d-ee616fe34afa,"1dc95b5c-55ef-4074-9e98-db2e19a6fa71, 3c050e93-8bfa-4fc7-981e-540f6775c9c0, 5f40c43a-79d1-4caf-b15d-375b30dcc65f, f8c02674-efa3-47ac-beb4-b1d922cfe03b",public,TRUE,FALSE,4,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,262839,NA,6/17/2023,NA,NA,FALSE,E,NA,NA,THE POST P6 STALL 20-21,888-758-4389,10/24/2025 4:56,GPS,49.280808,-123.113807,Vancouver,CA,Parkade level p6 Stalls 20/21,NA,BC,658 Homer St,V6B 2R4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4979553,"5366873, 5366883",public,TRUE,FALSE,2,Level 2 Only
public,24 hours daily,NA,NA,10/24/2025,NA,ELEC,Public,300959,NA,6/29/2023,NA,NA,FALSE,E,NA,NA,TERRA CREST PM SOMA,888-758-4389,10/24/2025 4:51,GPS,49.261723,-123.104168,Vancouver,CA,Back Laneway Parking Lot - Stalls 1 & 2,NA,BC,30 E 10th Ave,V5T 4C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J1772,0,NA,2,ChargePoint Network,https://www.chargepoint.com,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accessible 24 heures par jour,NA,NA,Public,NA,"c(""ChargePoint Network"", ""ChargePoint Network""), c(1, 1), c(""2"", ""2""), list(list(), list()), c(6.5, 6.5), c(1, 1), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0), c(NA, NA), c(0, 0)",CACPIL4836773,"5157553, 5157563",public,TRUE,FALSE,2,Level 2 Only
